customer_tweet_id,customer_text,brand_tweet_id,brand_text,conversation_id
tweet_763_resp,I can process your refund. Please confirm the order details.,tweet_763,The delivery is late,conv_381
tweet_655_resp,I apologize for the mistake. Let me arrange a replacement for you.,tweet_655,I can't log into my account,conv_327
tweet_4797_resp,I'll investigate the duplicate charge and issue a refund.,tweet_4797,The delivery is late,conv_2398
tweet_3849_resp,I can process your refund. Please confirm the order details.,tweet_3849,I received the wrong item,conv_1924
tweet_4153_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_4153,The delivery is late,conv_2076
tweet_468_resp,You can change your password in your account settings.,tweet_468,My package is damaged,conv_234
tweet_157_resp,Your order is expected to arrive in 2-3 business days.,tweet_157,I was charged twice,conv_78
tweet_1295_resp,Your order is expected to arrive in 2-3 business days.,tweet_1295,When will my order arrive?,conv_647
tweet_497_resp,Let me help you reset your password. Please click the link I'll send.,tweet_497,Is this product in stock?,conv_248
tweet_4740_resp,Let me help you reset your password. Please click the link I'll send.,tweet_4740,When will my order arrive?,conv_2370
tweet_2940_resp,I can cancel your order. Please confirm you want to proceed.,tweet_2940,The delivery is late,conv_1470
tweet_3456_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_3456,What are your business hours?,conv_1728
tweet_373_resp,This product is currently in stock and available for shipping.,tweet_373,I was charged twice,conv_186
tweet_79_resp,I apologize for the delay. Let me check the status for you.,tweet_79,I want to cancel my order,conv_39
tweet_1553_resp,I can cancel your order. Please confirm you want to proceed.,tweet_1553,When will my order arrive?,conv_776
tweet_1669_resp,I apologize for the mistake. Let me arrange a replacement for you.,tweet_1669,How do I change my password?,conv_834
tweet_2131_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_2131,How do I change my password?,conv_1065
tweet_4439_resp,I can process your refund. Please confirm the order details.,tweet_4439,I received the wrong item,conv_2219
tweet_465_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_465,Where is my order?,conv_232
tweet_248_resp,I'll help you track your order. Please provide your order number.,tweet_248,The delivery is late,conv_124
tweet_931_resp,I'll help you track your order. Please provide your order number.,tweet_931,I received the wrong item,conv_465
tweet_1335_resp,I apologize for the delay. Let me check the status for you.,tweet_1335,My package is damaged,conv_667
tweet_4524_resp,You can change your password in your account settings.,tweet_4524,What are your business hours?,conv_2262
tweet_1338_resp,You can change your password in your account settings.,tweet_1338,I was charged twice,conv_669
tweet_1406_resp,I apologize for the mistake. Let me arrange a replacement for you.,tweet_1406,When will my order arrive?,conv_703
tweet_1090_resp,This product is currently in stock and available for shipping.,tweet_1090,I want to cancel my order,conv_545
tweet_4209_resp,I'm sorry to hear that. I'll arrange a replacement shipment.,tweet_4209,When will my order arrive?,conv_2104
tweet_742_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_742,When will my order arrive?,conv_371
tweet_2323_resp,I'll investigate the duplicate charge and issue a refund.,tweet_2323,Where is my order?,conv_1161
tweet_3601_resp,I apologize for the delay. Let me check the status for you.,tweet_3601,The delivery is late,conv_1800
tweet_2123_resp,This product is currently in stock and available for shipping.,tweet_2123,I want to cancel my order,conv_1061
tweet_2094_resp,I apologize for the delay. Let me check the status for you.,tweet_2094,My package is damaged,conv_1047
tweet_240_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_240,How do I change my password?,conv_120
tweet_2351_resp,Let me help you reset your password. Please click the link I'll send.,tweet_2351,I was charged twice,conv_1175
tweet_1370_resp,Let me help you reset your password. Please click the link I'll send.,tweet_1370,What are your business hours?,conv_685
tweet_1057_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_1057,I can't log into my account,conv_528
tweet_4816_resp,I can cancel your order. Please confirm you want to proceed.,tweet_4816,Is this product in stock?,conv_2408
tweet_199_resp,I'm sorry to hear that. I'll arrange a replacement shipment.,tweet_199,What are your business hours?,conv_99
tweet_2280_resp,This product is currently in stock and available for shipping.,tweet_2280,I want to cancel my order,conv_1140
tweet_4749_resp,This product is currently in stock and available for shipping.,tweet_4749,Where is my order?,conv_2374
tweet_2220_resp,I apologize for the mistake. Let me arrange a replacement for you.,tweet_2220,My package is damaged,conv_1110
tweet_4771_resp,I apologize for the delay. Let me check the status for you.,tweet_4771,I received the wrong item,conv_2385
tweet_2819_resp,I can cancel your order. Please confirm you want to proceed.,tweet_2819,The delivery is late,conv_1409
tweet_3150_resp,I can cancel your order. Please confirm you want to proceed.,tweet_3150,Is this product in stock?,conv_1575
tweet_4256_resp,You can change your password in your account settings.,tweet_4256,Where is my order?,conv_2128
tweet_3107_resp,This product is currently in stock and available for shipping.,tweet_3107,How do I change my password?,conv_1553
tweet_1973_resp,Let me help you reset your password. Please click the link I'll send.,tweet_1973,I was charged twice,conv_986
tweet_1375_resp,I'll investigate the duplicate charge and issue a refund.,tweet_1375,I need a refund,conv_687
tweet_3968_resp,I'll investigate the duplicate charge and issue a refund.,tweet_3968,I need a refund,conv_1984
tweet_4062_resp,Let me help you reset your password. Please click the link I'll send.,tweet_4062,I was charged twice,conv_2031
tweet_4445_resp,Let me help you reset your password. Please click the link I'll send.,tweet_4445,I need a refund,conv_2222
tweet_3557_resp,I apologize for the mistake. Let me arrange a replacement for you.,tweet_3557,The delivery is late,conv_1778
tweet_964_resp,I'll investigate the duplicate charge and issue a refund.,tweet_964,How do I change my password?,conv_482
tweet_179_resp,I apologize for the delay. Let me check the status for you.,tweet_179,I can't log into my account,conv_89
tweet_3698_resp,You can change your password in your account settings.,tweet_3698,The delivery is late,conv_1849
tweet_3821_resp,You can change your password in your account settings.,tweet_3821,Where is my order?,conv_1910
tweet_4878_resp,This product is currently in stock and available for shipping.,tweet_4878,Where is my order?,conv_2439
tweet_3899_resp,I can cancel your order. Please confirm you want to proceed.,tweet_3899,When will my order arrive?,conv_1949
tweet_4487_resp,I'll investigate the duplicate charge and issue a refund.,tweet_4487,My package is damaged,conv_2243
tweet_3238_resp,Your order is expected to arrive in 2-3 business days.,tweet_3238,I received the wrong item,conv_1619
tweet_2974_resp,I'm sorry to hear that. I'll arrange a replacement shipment.,tweet_2974,I received the wrong item,conv_1487
tweet_3580_resp,I apologize for the delay. Let me check the status for you.,tweet_3580,The delivery is late,conv_1790
tweet_2887_resp,I'm sorry to hear that. I'll arrange a replacement shipment.,tweet_2887,I was charged twice,conv_1443
tweet_2575_resp,Your order is expected to arrive in 2-3 business days.,tweet_2575,I was charged twice,conv_1287
tweet_1419_resp,I'm sorry to hear that. I'll arrange a replacement shipment.,tweet_1419,When will my order arrive?,conv_709
tweet_3907_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_3907,What are your business hours?,conv_1953
tweet_4673_resp,Your order is expected to arrive in 2-3 business days.,tweet_4673,When will my order arrive?,conv_2336
tweet_4902_resp,I'll investigate the duplicate charge and issue a refund.,tweet_4902,I can't log into my account,conv_2451
tweet_1860_resp,I can process your refund. Please confirm the order details.,tweet_1860,What are your business hours?,conv_930
tweet_8_resp,I'm sorry to hear that. I'll arrange a replacement shipment.,tweet_8,I received the wrong item,conv_4
tweet_2894_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_2894,I received the wrong item,conv_1447
tweet_2847_resp,I can cancel your order. Please confirm you want to proceed.,tweet_2847,I need a refund,conv_1423
tweet_3664_resp,I apologize for the delay. Let me check the status for you.,tweet_3664,I received the wrong item,conv_1832
tweet_144_resp,Let me help you reset your password. Please click the link I'll send.,tweet_144,I need a refund,conv_72
tweet_2104_resp,I can cancel your order. Please confirm you want to proceed.,tweet_2104,I was charged twice,conv_1052
tweet_3143_resp,I'm sorry to hear that. I'll arrange a replacement shipment.,tweet_3143,When will my order arrive?,conv_1571
tweet_841_resp,I apologize for the delay. Let me check the status for you.,tweet_841,Is this product in stock?,conv_420
tweet_1128_resp,I'll investigate the duplicate charge and issue a refund.,tweet_1128,I can't log into my account,conv_564
tweet_151_resp,I can process your refund. Please confirm the order details.,tweet_151,I want to cancel my order,conv_75
tweet_3591_resp,I'll investigate the duplicate charge and issue a refund.,tweet_3591,My package is damaged,conv_1795
tweet_1052_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_1052,How do I change my password?,conv_526
tweet_1590_resp,Your order is expected to arrive in 2-3 business days.,tweet_1590,The delivery is late,conv_795
tweet_3008_resp,I'll investigate the duplicate charge and issue a refund.,tweet_3008,The delivery is late,conv_1504
tweet_2029_resp,I'll investigate the duplicate charge and issue a refund.,tweet_2029,The delivery is late,conv_1014
tweet_3418_resp,I apologize for the mistake. Let me arrange a replacement for you.,tweet_3418,I want to cancel my order,conv_1709
tweet_1807_resp,I'll investigate the duplicate charge and issue a refund.,tweet_1807,When will my order arrive?,conv_903
tweet_2696_resp,I apologize for the delay. Let me check the status for you.,tweet_2696,I was charged twice,conv_1348
tweet_3039_resp,I apologize for the mistake. Let me arrange a replacement for you.,tweet_3039,I need a refund,conv_1519
tweet_472_resp,I apologize for the delay. Let me check the status for you.,tweet_472,What are your business hours?,conv_236
tweet_3289_resp,I can cancel your order. Please confirm you want to proceed.,tweet_3289,I was charged twice,conv_1644
tweet_4074_resp,Let me help you reset your password. Please click the link I'll send.,tweet_4074,I need a refund,conv_2037
tweet_3496_resp,Let me help you reset your password. Please click the link I'll send.,tweet_3496,What are your business hours?,conv_1748
tweet_279_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_279,The delivery is late,conv_139
tweet_1741_resp,I apologize for the delay. Let me check the status for you.,tweet_1741,Where is my order?,conv_870
tweet_4624_resp,I can process your refund. Please confirm the order details.,tweet_4624,When will my order arrive?,conv_2312
tweet_2886_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_2886,I received the wrong item,conv_1443
tweet_1941_resp,I can process your refund. Please confirm the order details.,tweet_1941,The delivery is late,conv_970
tweet_100_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_100,Where is my order?,conv_50
tweet_2804_resp,Let me help you reset your password. Please click the link I'll send.,tweet_2804,My package is damaged,conv_1402
tweet_3570_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_3570,I need a refund,conv_1785
tweet_3684_resp,I can cancel your order. Please confirm you want to proceed.,tweet_3684,The delivery is late,conv_1842
tweet_3661_resp,Your order is expected to arrive in 2-3 business days.,tweet_3661,How do I change my password?,conv_1830
tweet_530_resp,Your order is expected to arrive in 2-3 business days.,tweet_530,Where is my order?,conv_265
tweet_1886_resp,I'll investigate the duplicate charge and issue a refund.,tweet_1886,The delivery is late,conv_943
tweet_681_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_681,I was charged twice,conv_340
tweet_3794_resp,Let me help you reset your password. Please click the link I'll send.,tweet_3794,What are your business hours?,conv_1897
tweet_3944_resp,You can change your password in your account settings.,tweet_3944,My package is damaged,conv_1972
tweet_4666_resp,I apologize for the mistake. Let me arrange a replacement for you.,tweet_4666,The delivery is late,conv_2333
tweet_2018_resp,I apologize for the mistake. Let me arrange a replacement for you.,tweet_2018,What are your business hours?,conv_1009
tweet_1096_resp,This product is currently in stock and available for shipping.,tweet_1096,I need a refund,conv_548
tweet_829_resp,Your order is expected to arrive in 2-3 business days.,tweet_829,Is this product in stock?,conv_414
tweet_2805_resp,I'll help you track your order. Please provide your order number.,tweet_2805,What are your business hours?,conv_1402
tweet_3829_resp,I'll investigate the duplicate charge and issue a refund.,tweet_3829,I was charged twice,conv_1914
tweet_4381_resp,I can cancel your order. Please confirm you want to proceed.,tweet_4381,I can't log into my account,conv_2190
tweet_3891_resp,I can cancel your order. Please confirm you want to proceed.,tweet_3891,I can't log into my account,conv_1945
tweet_764_resp,I'll investigate the duplicate charge and issue a refund.,tweet_764,What are your business hours?,conv_382
tweet_2767_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_2767,Where is my order?,conv_1383
tweet_4328_resp,I apologize for the mistake. Let me arrange a replacement for you.,tweet_4328,Is this product in stock?,conv_2164
tweet_3295_resp,This product is currently in stock and available for shipping.,tweet_3295,Is this product in stock?,conv_1647
tweet_2194_resp,I'll investigate the duplicate charge and issue a refund.,tweet_2194,I need a refund,conv_1097
tweet_2357_resp,I apologize for the mistake. Let me arrange a replacement for you.,tweet_2357,Where is my order?,conv_1178
tweet_3425_resp,I can cancel your order. Please confirm you want to proceed.,tweet_3425,I want to cancel my order,conv_1712
tweet_3979_resp,This product is currently in stock and available for shipping.,tweet_3979,The delivery is late,conv_1989
tweet_911_resp,I'll investigate the duplicate charge and issue a refund.,tweet_911,Is this product in stock?,conv_455
tweet_3145_resp,I'll help you track your order. Please provide your order number.,tweet_3145,My package is damaged,conv_1572
tweet_999_resp,I'm sorry to hear that. I'll arrange a replacement shipment.,tweet_999,Is this product in stock?,conv_499
tweet_3653_resp,I'll help you track your order. Please provide your order number.,tweet_3653,When will my order arrive?,conv_1826
tweet_2483_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_2483,I can't log into my account,conv_1241
tweet_4076_resp,I can cancel your order. Please confirm you want to proceed.,tweet_4076,I can't log into my account,conv_2038
tweet_2370_resp,I'm sorry to hear that. I'll arrange a replacement shipment.,tweet_2370,I want to cancel my order,conv_1185
tweet_4838_resp,Let me help you reset your password. Please click the link I'll send.,tweet_4838,Is this product in stock?,conv_2419
tweet_33_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_33,The delivery is late,conv_16
tweet_3789_resp,I can process your refund. Please confirm the order details.,tweet_3789,I was charged twice,conv_1894
tweet_1020_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_1020,I can't log into my account,conv_510
tweet_1647_resp,I'll investigate the duplicate charge and issue a refund.,tweet_1647,I received the wrong item,conv_823
tweet_733_resp,You can change your password in your account settings.,tweet_733,I need a refund,conv_366
tweet_4582_resp,You can change your password in your account settings.,tweet_4582,What are your business hours?,conv_2291
tweet_3274_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_3274,Where is my order?,conv_1637
tweet_1620_resp,I'll investigate the duplicate charge and issue a refund.,tweet_1620,Where is my order?,conv_810
tweet_3135_resp,Your order is expected to arrive in 2-3 business days.,tweet_3135,What are your business hours?,conv_1567
tweet_2689_resp,I'll help you track your order. Please provide your order number.,tweet_2689,When will my order arrive?,conv_1344
tweet_2707_resp,Your order is expected to arrive in 2-3 business days.,tweet_2707,I need a refund,conv_1353
tweet_297_resp,I'm sorry to hear that. I'll arrange a replacement shipment.,tweet_297,I need a refund,conv_148
tweet_2339_resp,Let me help you reset your password. Please click the link I'll send.,tweet_2339,The delivery is late,conv_1169
tweet_653_resp,You can change your password in your account settings.,tweet_653,I want to cancel my order,conv_326
tweet_3774_resp,This product is currently in stock and available for shipping.,tweet_3774,When will my order arrive?,conv_1887
tweet_1255_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_1255,My package is damaged,conv_627
tweet_4520_resp,I'll help you track your order. Please provide your order number.,tweet_4520,What are your business hours?,conv_2260
tweet_230_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_230,I was charged twice,conv_115
tweet_3276_resp,Let me help you reset your password. Please click the link I'll send.,tweet_3276,Is this product in stock?,conv_1638
tweet_3230_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_3230,Where is my order?,conv_1615
tweet_691_resp,I can process your refund. Please confirm the order details.,tweet_691,I need a refund,conv_345
tweet_2754_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_2754,I received the wrong item,conv_1377
tweet_4863_resp,Your order is expected to arrive in 2-3 business days.,tweet_4863,I received the wrong item,conv_2431
tweet_969_resp,I can cancel your order. Please confirm you want to proceed.,tweet_969,I can't log into my account,conv_484
tweet_633_resp,This product is currently in stock and available for shipping.,tweet_633,Where is my order?,conv_316
tweet_4092_resp,I'm sorry to hear that. I'll arrange a replacement shipment.,tweet_4092,I was charged twice,conv_2046
tweet_4077_resp,This product is currently in stock and available for shipping.,tweet_4077,I received the wrong item,conv_2038
tweet_1321_resp,I apologize for the mistake. Let me arrange a replacement for you.,tweet_1321,How do I change my password?,conv_660
tweet_1831_resp,I'll help you track your order. Please provide your order number.,tweet_1831,Is this product in stock?,conv_915
tweet_2178_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_2178,What are your business hours?,conv_1089
tweet_1417_resp,I'm sorry to hear that. I'll arrange a replacement shipment.,tweet_1417,I need a refund,conv_708
tweet_1782_resp,I apologize for the delay. Let me check the status for you.,tweet_1782,How do I change my password?,conv_891
tweet_4715_resp,Let me help you reset your password. Please click the link I'll send.,tweet_4715,How do I change my password?,conv_2357
tweet_4701_resp,I apologize for the mistake. Let me arrange a replacement for you.,tweet_4701,I can't log into my account,conv_2350
tweet_4118_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_4118,Where is my order?,conv_2059
tweet_1652_resp,You can change your password in your account settings.,tweet_1652,Where is my order?,conv_826
tweet_1483_resp,This product is currently in stock and available for shipping.,tweet_1483,I was charged twice,conv_741
tweet_2275_resp,I can process your refund. Please confirm the order details.,tweet_2275,I received the wrong item,conv_1137
tweet_877_resp,I'll investigate the duplicate charge and issue a refund.,tweet_877,I can't log into my account,conv_438
tweet_3525_resp,Let me help you reset your password. Please click the link I'll send.,tweet_3525,I want to cancel my order,conv_1762
tweet_2016_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_2016,Is this product in stock?,conv_1008
tweet_426_resp,This product is currently in stock and available for shipping.,tweet_426,Where is my order?,conv_213
tweet_626_resp,You can change your password in your account settings.,tweet_626,How do I change my password?,conv_313
tweet_1589_resp,I'll help you track your order. Please provide your order number.,tweet_1589,I can't log into my account,conv_794
tweet_2223_resp,This product is currently in stock and available for shipping.,tweet_2223,I need a refund,conv_1111
tweet_2217_resp,I'll help you track your order. Please provide your order number.,tweet_2217,When will my order arrive?,conv_1108
tweet_4483_resp,"Our business hours are 9 AM to 5 PM EST, Monday through Friday.",tweet_4483,How do I change my password?,conv_2241
tweet_1485_resp,Your order is expected to arrive in 2-3 business days.,tweet_1485,The delivery is late,conv_742
tweet_1739_resp,I apologize for the delay. Let me check the status for you.,tweet_1739,I want to cancel my order,conv_869
tweet_2480_resp,I can cancel your order. Please confirm you want to proceed.,tweet_2480,What are your business hours?,conv_1240
tweet_2584_resp,I'll help you track your order. Please provide your order number.,tweet_2584,I need a refund,conv_1292
tweet_2893_resp,Let me help you reset your password. Please click the link I'll send.,tweet_2893,How do I change my password?,conv_1446
tweet_149_resp,I'm sorry to hear that. I'll arrange a replacement shipment.,tweet_149,When will my order arrive?,conv_74
tweet_676_resp,I can cancel your order. Please confirm you want to proceed.,tweet_676,I need a refund,conv_338
tweet_1261_resp,I'll investigate the duplicate charge and issue a refund.,tweet_1261,How do I change my password?,conv_630
tweet_4917_resp,I apologize for the delay. Let me check the status for you.,tweet_4917,I can't log into my account,conv_2458
