text,label
"I can spend my time with this because you haven't kept to your delivery, or I can just change to buying more from eBay; I'm going to choose the latter",order_status
It did not say on the tracking who was carrying it. I did get contacted from Amazon and now they promised first thing in the morning.,order_status
"I am not going to do anything more. If package not recd by nov 8,2017 then I will revert",order_status
Your website says if in stock it’ll be dispatched that same day and delivered the next day. Nothing about just transit time. You’re making it up.,order_status
YES paid an extra $10 for delivery today. Assuming that will be refunded.,order_status
it wouldn't bother me as much if we lived in the middle of nowhere but considering we are only 35 minutes away from the dispatch centre and the item was supposedly out for delivery at 10.30am yesterday morning. I think it might be a great idea to use Sat Navs,order_status
This is not going to help! I understand how you people work. Your delivery team don’t deliver and they say that customer not available! Lier,order_status
"It was Amazon UK, with delivery for Republic of Ireland",order_status
It says it has been out for delivery since 8:14am today,order_status
"It just says ""delayed due to external factors"" both of the times it has been out for delivery",order_status
no it just says it will be delivered today,order_status
"Yes, reported every one of the above. Multiple times &amp;requested a reason for 'failed to deliver'. Had 2 products re-ordered twice, but most just get a 'refund' notice- no further action, usually a week or two later after being PROMISED it will be delivered 24-48 hours later...",order_status
Done long time back. Almost a month back. No status change,order_status
It says due for delivery by 11pm tomorrow but not dispatched yet. I’ve had to also order from elsewhere as I’m not confident from recent experience that Prime delivery time will be met.,order_status
"""In Transit: Delivery attempted"" IntelCom's site &amp; tracking ID not working &amp; I've already been on hold 20min today and longer yesterday.",order_status
And the ritual continues. Once again a call now asking for pick up while pick up slot is 1-4.Iam sure the pick up will be rescheduled again,order_status
Was delivered by Amazon Logistics! Don’t have time to inspect it thoroughly now. Box clearly shows it’s a telescope and has a ‘This way up’ label in it. Mad beyond belief about this!,order_status
But paying for prime is about next day delivery surely? Checkout is also saying 2nd.,order_status
Salve purtroppo nessuno sa niente! Non so veramente come fare...,general_inquiry
no me dieron mi numero guia porque me pidieron una info de la direccion de facturacion y no me han dado respuesta de eso.,general_inquiry
Thats why you're not leading.. bcoz you not paying for your fault.. you just leaving customers at their end &amp; be yourself remain in comfort zone.. My Pay Balance amount transfer in my bank account. You are earning i terest on my money so far.,general_inquiry
I contacted customer support by chat&amp;was told to wait for 72 hrs while investigating.:/ This has happened to others for over a week though,general_inquiry
Are you guys nuts? How can u ask me to wait... bloddy idiots from past three days I am waiting...what r u guys? Stupid assholes? U don't have integrity,general_inquiry
They're stupid USB C cables worth less than $10 and I don't need them right away. The point is the type of stuff is happening more and more to my deliveries. I can't justify renewing Prime as long as this continues.,general_inquiry
"yeah its on that episode of cheers but I tried another episode and it didn't appear to be there, maybe it's just that episode?",general_inquiry
Many times..Always got them saying well deliver it by deadline...I hate your service now,general_inquiry
"Creo que es un vendedor externo, ErgodeBooks. Los pedí el 23 de octubre y el pedido llegaba entre 2-5 semana.",general_inquiry
Sounds like an elaborate excuse for incompetency to me.,general_inquiry
"Siii😍😍uno dei primi di Babbo Natale,che ne ha già scovati altri ...domani si saccheggia! Grazie ancora",general_inquiry
I wuld lyk 2 knw jus 1 simpl&amp; straight answer. Hw mny times u ppl wl ask d same qstn again&amp;again.Coz m juss sick of answring over&amp;over again,general_inquiry
I did.,general_inquiry
Already did that and they keep telling me to wait and that has been 4wks. CS keeps telling me it is due to a system error. What error?,general_inquiry
Já comprei,general_inquiry
Too late. It's smashed to bits and in the bin. Ta for replying,general_inquiry
i know but i call all courier serviece they people cant home pick up so please arrange from your hand.,general_inquiry
I did for the first chat with Ashish and left positive feedback. 👍🏻 Chat with Shruti did not give me the feedback option.,general_inquiry
I’ve already done that once last week &amp; still not heard back,general_inquiry
Yeah it happens with you! Stuff that is marked amazon prime and says I'll get it in two days and then at 8pm on the second day changes ETA.,account_issue
"He wasn’t able to contact . Twice. I tried by myself. A voicemail said that if I’ve not received today by 1pm (which happens to be the case), I should tomorrow.",account_issue
"What email? Which resolution? You mean looking into it and ""investigating"" is the resolution you are talking about?",account_issue
Oui il s'agit du colis prévu mardi. Le problème est que je ne peux pas changer le créneau et je ne vois pas pourquoi je devrais en plus perdre une heure a aller le récupérer au entre chronopost de Strasbourg,account_issue
I've contacted my bank as you asked to do so in email but my bank said Amazon need to raise complain,account_issue
"Yes, I just did. Not helping. Provide an email ID I can write to.",account_issue
"No, but I emailed to offer a copy of my rights reversion letter and ""in review"" just changed to ""publishing"" on my KDP page. Appears ok.",account_issue
"Aucune idée, je n'ai pas mon pc à disposition pour vérifier, j'ai préféré demander un échange via le site et retourner l'article.",account_issue
9990776470 __email__,account_issue
How can I reach out to you guys via phone or chat?,account_issue
The other one has actually just changed to being in stock but it hasn't been on Prime for 2 days as I was trying to get it.,account_issue
"Already contacted customer care but they said they doesn't know anything It's 2017 update urself guys, still cheques",account_issue
Got text from service. It'd been 2 days have not received any update from Amazon service boy.,account_issue
"Oh my word, can you not treat people as humans?!?! I’ve had the 6th identical automated email following a telephone conversation and still no-one has answered a single question?! It beggars belief? Just don’t know where to turn now. Utterly disgusted now 😡",account_issue
Hi! Any updates?,account_issue
Are pre release codes being emailed ?,account_issue
Why did it change? That page only tells me it will be 3-5 days.,account_issue
yes it was due today by 8pm and now its changed to tomorrow or the next couple days... but isn;t there a guarantee?,account_issue
"It say's ""Could not set your address. Please ensure you have correctly entered a complete address"" when I am entering my India address",account_issue
"I reply two time this email , As usual there is no response #UNINSTALLAMAZON",account_issue
"I already did that. It says one day and when I bought it with 1 day, it gave it 12/4. If I look at the item now, it says 2days gets it to me 12/2?! - I work in logistics. I understand shipping and this is frustrating. May cancel my order.",refund_request
Just now! I gave you the benefit of the doubt but I have now cancelled the order.,refund_request
No. I had to go to amazon's site again and re-process a return. I've had to call almost every day for 2 weeks. I can recommend a training company if you need?,refund_request
"não funciona! já tentei cancelar e não consigo. a página diz que cancelou, mas a compra continua lá!!!!",refund_request
Well I won't be buying anything else from Amazon - it's going to cost me £8 to return goods worth £16. Disgusting!!!!,refund_request
am i able to return a product which is faulty which i only discovered by using it?,refund_request
Amazon is refunding his money in 7-10 business days. Thing is this was his birthday gift and had a new game to play Friday.,refund_request
All been sorted. Thank you. My refund should be with me in the next few days😊,refund_request
No one knows what to do to get my refund back to me!,refund_request
Button popped up today for a refund. I requested it. Thanks for the quick replies,refund_request
Thanks! I need to use the item tomorrow so I can't really return the rest of it. Is there any way to get a partial refund?,refund_request
U kindly refund the amount back .. I have sent back the product and I demand a refund for the same .never had such dissaponments wit amazon,refund_request
even when i screwed up and forgot to cancel before my cc was charged for an additional year? (effective date was monday),refund_request
"I just want to return this, pls raise my concern. Not able to do this from my end. Dont expect anything from my end. If this not done then i will make sure will not buy anymore from",refund_request
"Yaa sir, i responded your letest concern at 3:24pm as i got the mail at 3:19pm today. Please check ur detail and correspondence. Sir, u cant understand my problem as i paid for nothing, and now also having too much headach u guys and ur team. Plz check ur mail and make my refund.",refund_request
"I have sent you the details. There is no question of refund now, I want my order completed. Get it?",refund_request
I finally was able to get a number for a corporate employee In Washington state whom provided me a refund after days of empty promises and unfulfilled guarantees. I am still not happy with the several wasted days and plan to finish my holiday shopping with other vendors,refund_request
What support team are you talking about ? I called twice n they make it sound like they will graciously refund my money. But then nothing,refund_request
Kindly see this picture.. what kind of crap is this . I haven't received refund for this product.its been two months .,refund_request
"I gave the e-mail address linked to the account, but it seems that only a specialist could take care my refund &amp; closing the account!",refund_request
"we know that a lot off issues in this building has happened with deliveries and wrong address, even the drivers have said it b4",escalation_required
My issue is Vendor Central related and I'll be dealing with it there unless you have higher authority than the regular desk?,escalation_required
I literally can't order anything further because I was informed that the logistics team is having issues problems &amp; can't deliver to me. I don't live in a rural town or in an apartment building. Just a regular house on a regular street in Toronto.,escalation_required
Is there any action taken on my issue. Now it’s 3rd month and still struggling with amazon ! 🙄🙄🙄,escalation_required
"It was impossible for it to have arrived on time when it left 23 minutes before the deadline. Am I blacklisted or something? My recent experiences have been terrible, this is the 9th time I've had to engage support due to delivery issues, either late or lost outright in 3 orders.",escalation_required
Please solve the issue. I need earphones asap. As the earphones you provideed are not working,escalation_required
I have already contacted them since two days but issue not yet solved.,escalation_required
I've sent an email. Briefly my issue is that there's no provision on the ID check email to alert you that it wasn't requested.,escalation_required
I have reported the issue to u now it shuld be ur responsibility to take it further not making ur customer to go here n there to report ur mistakes and pathetic support.,escalation_required
Ive never had any issues.,escalation_required
So what have you decided my dear ?? By this time you should've known the entire issue.I'm expecting a response from you,escalation_required
I've tried that 'request a call' twice previously and simply been passed on to another dept who weren't able to resolve. It's down to to sort out &amp; they won't. have resolved similar UK issue tho. Wd be simple for to sort,escalation_required
"Yes but the issue is that the ""attempt"" today. Would there be no way for them to try again today. i can't pick up a package if they don't ring the bell to let me know they are here to deliver it.",escalation_required
"More like the description of what was in the box and what arrived is the issue, like expensive items vanished",escalation_required
I want a call from higher your authorities on same. Or I'm going to raise my complain again publicly,escalation_required
Amazon is clearly indulge in fraudulent activities.Thank for ur service so far.,escalation_required
i am still waiting for the call on this issue team,escalation_required
Still the issue is open....how come its taking so long?,escalation_required
"""Dream"" or nightmare? goes on: Got told to re-order for the delivery which is stated as delivered &amp; never did &amp; that I will be refunded. Then talks with Jamaika &amp; Cape Town with info to wait for 72hours now &amp; they cannot refund + police report needed #CustomerExperience",escalation_required
I have now had an email that has resolved the issue. I appreciate your quick response and the resolution. Thank you.,escalation_required
waited for your call back. Just got it. Now told wait is 10-20 minutes. Why call me back now? Muppets. Call back when someone available.,product_info
"Thanks, do you know if there are any coming back in stock? I really wanted the exclusive one, but stupidly kept putting it off.",product_info
are you going to keep the availability to limited pincodes like flipkart? They have the device available to buy.,product_info
"Yes, letting me ""it's delayed"", well duh! How the he'll does it go from pre-order to out of stock?",product_info
I was provided with none !!!! 😡 but imagine waking up to another message saying we’ve attempted to deliver today and you weren’t available .. I’m still in my pjs .. 😩😩😩 dies someone want to explain to me what I’m paying for with this prime thingy ??? Furious,product_info
"I just saw an ad for it being on Amazon Prime, looked like a Prime Origional. Was it on Prime in Canada before? Will it be available in Canada soon?",product_info
Yes they are in stock when I purchased them an still are now,product_info
the item is in stock and also i spoke with someone with live chat and assured me that my order was going to ship last night. Not,product_info
I’m in UK - is call available?,product_info
It was a gift I received. I am waiting to reorder the correct size.,product_info
No not yet it’s just usually dispatched very quickly and I’m hoping you haven’t run out of stock as I need them by Saturday 🤞🏽,product_info
"No me envías un producto que tienen en stock,y la solución es que lo vuelva a comprar y obviamente más caro...para q funciona entonces la preventa de Amazon #amazon #preventa",product_info
Why are you still showing it as available next day?,product_info
"Our building is available for LEASE /RENT for back office or godown or ware house, kindly forward the message to the concerned thank u kiran",product_info
Now even doremon first season not available ..... First Darker then black now this. So what are you having CID and Tarak Mehta?,product_info
"All of the items were in stock. If they aren't available to ship immediately, then maybe they shouldn't be offered on Prime.",product_info
That just takes me to my amazon account. Not helpful. Are the Brighton tickets actually available?,product_info
"so after wasting more than 1.5 month, now you are telling me the product is out of warranty. i had gone to iball 1.5 months back .",product_info
"same reply again and again. if the complaint is raised under warranty period and if wont solve it, how is it out of warranty?",product_info
"I used to be able to watch my twitch streams with chromecast and now it says ""sorry"" this stream not available w chromecast buy me your stupid stick",product_info
That transaction must have reversed.. to them only,billing_issue
Yes I've already contacted my bank and they are saying.. no such transaction we can see from Amazon,billing_issue
It can't be more than the total billing amt which has been finalised while placing the order right?,billing_issue
"Yes, I received a message saying my payment was declined, which I immediately went on to my account to fix, as soon as I got the email.",billing_issue
"I had already called and talked. The guy said it is only available for HDFC bank, however you have mentioned that others banks are available too for the instant cashback in lieu of the interest charged for the EMI. I want to know how much instant discount will be offered?",billing_issue
"Amazon have not up a faulty order and now I’m being charged for something I never ordered.....,",billing_issue
I am contacting you as I ordered from your site and you charged my credit card Amazon not a carrier,billing_issue
"Already replied. Ur representative had replied totally out of context. I want to ask when you are giving instant discount in lieu of the interest charged on EMIs for partner banks one of which is ICICI, why am I not getting the discount?",billing_issue
It states I'm not a member but my bank is showing a pending payment to you dated from the 20th. Stating Amazon prime membership fee ....,billing_issue
No nothing except confirmation that an investigation is going on... it’s month end.. all bill payments/payments for school trips/reminders were set up on phone etc... this has created so much extra work for me... that I don’t have the time for,billing_issue
Can you provide me the name or link of seller who is offering no emi cost on PS4,billing_issue
Oui envoyé et un mail de retour confirme la première bonne réception en m’annonçant la rupture de stock du produit 😱,billing_issue
They sent me the email I sent you guys that said I wasn't gonna be charged. He must have been able to look up my account a different way.,billing_issue
Think you guys charged me twice for something im not aware of,billing_issue
I cannot see the discount on the payment page.,billing_issue
"Was never charged thought....I'm still waiting this ""transaction"" doesn't even feel like one",billing_issue
Its very headache so please pick up from your hand. I dont pick up any charges for courier so please arrange from u.,billing_issue
Creo que es ( Amazon )lo solicite por Amazon Prime .. envio gratuito.. yo todo lo compro desde la opción Premium,billing_issue
"enviei meu ebook para o premio Kindle às 22h de hoje. Porém, a ferramenta kdp fala q demora 72h pra publicar. Vou concorrer mesmo assim, certo?",billing_issue
"I tried getting I cleared up. I understand unforeseen circumstances, it’s the way it was handled after that was the problem. I’m clearing it up with my credit card company.",billing_issue
I’ve checked. There’s nothing there. I’m very alarmed that Hub website won’t allow more than 10 characters in the login box,account_access
"Error message telling me ""wrong password"", but I am 100% sure my password was right. This happens to everyone around me ...",account_access
You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?,account_access
"The thing is - I don’t have access to the email address my amazon account was linked to, the address was desactivated. So there’s nothing I can do from my end. Thats why I don’t understand why i was debited for a membership for an account suspended by you guys!",account_access
AHHHH IM FRRAKING OUT I CLICK EVERY EMAIL THAT SAYS AMAZON! IVE CHANGED MY PASSWORD BUT 😭,account_access
"This is not a answer ,for my question ..Why my number is blocked ..Give me a valid reason",account_access
Sir waiting for your early action. huge amount is blocked,account_access
That is the problem! I cant access on my account because still on hold! I dont know why! Have a chat for customer service?,account_access
And with origin instant access came a error message that I should check my internet connection even tho it’s fine and wouldn’t let me buy it,account_access
"Hola, es que cuando hago login me manda a una página que ya leí, pero necesito hablar con un asesor",account_access
"I’ve changed my password another 3x using the link you sent, which is the same way I’ve been changing it. I’ll just shop elsewhere this weekend.",account_access
I can’t log in because it’s locked.,account_access
I’ve already done this and changed my password and it still won’t log me in 🤷🏼‍♀️,account_access
Interesting - to clarify I'm not asking for a pay out - I get that - but the value should be back in my account no? But for that reason it needs to be unlocked - by sharing information that I do not want (and in fact not able to) share.,account_access
Cannot contact as my access blocks site.,account_access
My orders are fine. I also still have access to you by way of my old Email. I just can't change my new Email address for the old one..,account_access
I am also having the same predicament! I got a confirmation message and email but am unable to access the presale!,account_access
I cant get to this link bcoz it is saying to login amaozn aocunt.but my acount is on hold.plz unhold my account,account_access
Incredible! I shouldn’t post my details here Coz it’s public. While you can’t access it being in Amazon! Are you kidding me ?,account_access
Sir already reported to the support team and also talk with the costumer service help line nos several times and answer is enquiry is going on. since last 54 days I am very much harrassing becz of a huge amount is blocked. kindly help,account_access
"After four days of trying,, one of your phone staff finally checked and discovered the item was LOST on Saturday. Now I have to order again.",order_issue
A claim and escalated. Then the same bs email about how more info is needed and the seller hasn’t received the item. Horrible customer serv.,complaint
It was scheduled yesterday but got updated this morning.,order_status
I have already filled in your form 2 hours back and i am yet awaiting your call,general_inquiry
Already have and the assistance I received was absolutely useless and rude.,complaint
Nope! Anyone had access to that delivery,order_status
Are you still appreciating my patience as it’s about to run out. I haven’t received any sort of communication so far. It was supposed to be a friend’s birthday gift which you’ve effectively ruined.,general_inquiry
Give me your mail id where i can forward mail regarding this query..... My email id.... __email__ and contact me on 9879103664. And please dont provide me below id its not working....,account_issue
Can you please update the status? When i will be getting my money back?,order_status
"Continued buffering, loss of sound and it doesn't save where I leave off in programming.",general_inquiry
You should have enough info to figure it out. Figure it out and email me,account_issue
So this order 407-7402036-7182732 Placed on 30th and supposed to reach me on 2nd November Now is this as per amazon prime delivery std ??,order_status
"Your customer team is so corrupt and mannerless, If customer want solution on there end they simply cut the call, I want proper solution #UNINSTALLAMAZON",complaint
No option to package in an amazon box or plain packaging so might be worth checking the listing as this wasn’t stated,order_status
Yes. Apparently it was signed for when no one was in and there’s a squiggle of a signature which isn’t mine. I asked for a call from amazon where the woman hung up on me and now I’m being told by a customer service chat that I might not get my parcel!,general_inquiry
I shall expose you through newspaper and other media and will fight till I get proper justice,general_inquiry
Till date no any resolution for my query.....it was my last mistake to made transaction through your wallet.....it would be never happen again.shame of your organisation that you can't clear a query in this huge time. #beware from #Amazonpay #amazon india #worst #service,complaint
Had notification of 3rd item being refunded. Nothing for remaining 2 items,refund_request
Horrible response form your team still unable to solve the Issue....can someone call me on +91 9096377143...,escalation_required
And this is your TR customer service 2:,general_inquiry
"so far, I only keep getting hollow assurances that I will not face this issue again. Don't need assurances, need the product i ordered!",escalation_required
I received nothing in spam and there was no message from the operator. However I received your message at 1am - 8hrs after my enquiry. I don’t understand why your operator couldn’t do this for me. Many thanks for your assistance,general_inquiry
アカウント凍結して不正アクセスを調べてもらうことになりました。 ありがとうございました。,general_inquiry
Please don't help.u have very useless process of helping.if u want plz refund me atleast in time which is also now least expected,complaint
Pic 2) Song,general_inquiry
Era il 29 per l'ultimo ordine,general_inquiry
"I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.",refund_request
"Hi there, still no response from anyone!",general_inquiry
"And who wrote the copy in this email that notifies customers their items are late? ""Please come back (three days from now) and if you don't have it we'll help you out"" reads very flippant to a disappointed customer.",complaint
Merci. Non pas pour la livraison mais pour la réactivité du SAV.,general_inquiry
"Je n'ai pas eu le temps de le faire, donc je le ferais demain",general_inquiry
Still not picked.. no refund generated.. No call received,refund_request
急ぎ物はすぐに注文したらしく、配達してもらい「ありがとうございます。｣と伝えて欲しいとのことでした。いつもお世話になってます。,general_inquiry
"No, nothing has gone in there either. Who can help then?",general_inquiry
"I have submitted all the required details, please do the necessary else i'll have to go to consumer forum this time :(",general_inquiry
it’s working now! thanks though!,general_inquiry
The carrier doesn't sell free 2 day shipping as part of a membership. Amazon does.,general_inquiry
Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,general_inquiry
Sir u r making me fool.when i cant reply on that mail.everytimwe i will receive the same rpely,general_inquiry
What timeline should I expect for the issue to be resolved?,escalation_required
"so after wasting more than 1.5 month, now you are telling me the product is out of warranty. i had gone to iball 1.5 months back .",product_info
"It just arrived, safe and sound! Thank you very much for dealing with that.",order_status
at least u r trying to help,general_inquiry
I received product with torn package with clear damage however small though. Proper care was not taken while delivering. And now if I replace product it will take 5-7 days atleast which I can not afford. I have no option but to keep it and suffer due to bad practise in delivery.,order_status
Thank you for the quick reply! Have a good week!,general_inquiry
"yes I have been through all of the steps. I will check with nighbours further down the street tomorrow, but no notification of delivery 1/2",order_status
Chutiya Hai Kya tu...from yesterday u guys are delivering? Madarchod,general_inquiry
"Ok, danke!",general_inquiry
Yes I updated it yesterday. I can add other things to the basket and I brought some bits yesterday no problem,account_issue
Ur customer care didnt provide me a correct answer,general_inquiry
Yes thanks for that but that doesn't answer my question of why this product is listed as a black friday deal when it is the normal price ??,general_inquiry
"The UPS tracking says tomorrow. That is from the UPS website. Your representatives ASSURED me, in writing, that it would come today. I don't understand how they can get away with that. This experience has been awful.",complaint
I’ll need to check and let you know,general_inquiry
When will this soon of your arrive? Nearing end of day 3 without any real update or solution #Amazon #AmazonIndia #Flipkart,order_status
It just got delivered and the delivery man had no idea what I was talking about so I guess it was resolved but wtf weird,order_status
Obrigado!,general_inquiry
I could give a today and maybe as late as tomorrow to see if it shows up. After that I will be contacting you guys again if I don't receive it.,general_inquiry
Ya I've done that already and it's still telling me I need to link my account...,general_inquiry
"Tried sending an email via that link , it doesn't seem to send",account_issue
Leider kam es gestern nicht und heute auch nicht... im System steht seit gestern Ankunft zw gestern und morgen beim Kauf wurde mir aber der Mittwoch garantiert...,general_inquiry
"Así es, es vendido por Servicios comerciales Amazon México S de R.L. de C.V. Y distribuido por Amazon Logistics Mx.",general_inquiry
Où dois puis-je trouver votre SAV? c'est introuvable sur votre site...,general_inquiry
"Hey Amazon, None received. Now what should be done ? Infact I received a mail asking about feedback on service inquiry. Isn't it tangled process ""Hello, Thank you for contacting us. We appreciate your feedback. Please use the buttons below to vote about your experience today""",general_inquiry
"Assim que estou mesmo, doidinha para receber meus produtinhos!! 😻",general_inquiry
But paying for prime is about next day delivery surely? Checkout is also saying 2nd.,order_status
"Now 22:00 and no parcel, as mentioned above apparently it was never going to be delivered today... I need it for Saturday and I am only available at certain times to take the parcel between now and then.",order_status
tonight before 800pm,general_inquiry
"All m getting is apologies but no refund.. everything is online, unable to understand the delay!!",refund_request
That’s the customer care link itself which hasn’t helped at all. I was told that it would be delivered within two hours and it’s been more than 18 now.,order_status
Le Kindle Amazon n'est pas éligible ? Ou cet article ? Autant je suis d'accord 👍 pour l'huile essentielle qui passe en transit autant les autres articles sont Prime ! Parcourez de vous même le site ! 😂,general_inquiry
"""From Amazon Shipping at Wednesday, 29 November. Delay in delivery due to external factors"" External factor being courier I guess.",order_status
"Ma valise est prête, elle contient un short de bain, une brosse à dent, un parfum et des dolipranes pour les soirées difficiles, let’s go 🛩",general_inquiry
That transaction must have reversed.. to them only,billing_issue
3-5 working days,general_inquiry
"I fill all the details in 2 time, i just checked in social media and i amazed how many people is suffering from your so-called customer centric company #UNINSTALLAMAZON",general_inquiry
I will do that. Thank you. I love amazon and use it all the time.,general_inquiry
It is truly unfortunate that you’re unable to view my communications within your company utilizing my email address,account_issue
I have inked in detail at the given URL...hope to see some useful action,general_inquiry
R u fooling me how many quiz contest ur conducted just on one plus 5t?,general_inquiry
"I have 3 packages, 2 of which has shipped since Nov 12th, and 1 shipped since Nov 16",order_status
"How long does this usually take on average as I need it by Xmas, If I cancel before it's shipped do I get my money back?",order_status
Delivery is estimated for the 7th but Dodies book is out tomorrow.,order_status
"Thanks RB. IPlayer and Netflix all working ok, only Amazon. Have restarted router ofc",general_inquiry
"É amanhã! Só que o rastreamento não atualiza desde domingo, não chegou nem em Porto Alegre ainda 😬😬",general_inquiry
I am uncomfortable giving out that info in a public forum - feel free to PM me.,general_inquiry
"Si y me dicen que me ponga en contacto con vosotros, os doy el numero de pedido o algun dato?",general_inquiry
Really? Right ok how long for a refund,refund_request
Now plz reach me soon and call me refund my money,refund_request
"I reply two time this email , As usual there is no response #UNINSTALLAMAZON",account_issue
"I did but while waiting for response can someone Please look into this. Tried calling kindergarten support and barely understood the CSR, which was extremely frustrating.",general_inquiry
Inconimg option not availble on the mail id,general_inquiry
"oui. Sur la page en question, option contacter le vendeur (x2)",general_inquiry
Are you serious? I've just said i had a amazon firestick but the content won't play on it. I also have prime video app on my mobile but cant,general_inquiry
Done,general_inquiry
thanks for prompt response,general_inquiry
"Because I selected to have it shipped in an Amazon box, it is flagged as a gift, which is not eligible for feedback",order_status
"10% cashback on debit card payment while COD , i did two times got nothing yet",billing_issue
The link provided is not working and opening twitter. Please provide the link so that I can copy paste the information again for your DUMB supprt #AmazonFails #AmazonFraud #AmazonPay,escalation_required
The home listening on my phone. I pay the $3 a month for unlimited i believe?,account_issue
Necesito un telefono de oficinas.,general_inquiry
. after 2 months i got an answer. A $20 credit and told to re-order. The original order had $90 in discounts. Fix it,general_inquiry
"Dia 5 (terça que vem se eu não me engano) mas eu espero que não fique uma semana lá, né? 😃",general_inquiry
"C'est sur le compte à mon père, mais hier soir quand on a regardé ils mettaient que le colis avait été livré à un client",general_inquiry
Yes.,general_inquiry
John from your team had requested 24-48 hours for resolution. Instead I received a generic email saying look forward to hearing from you soon. Could u pls help me understand the meaning of the email.,account_issue
That it’s ’s fault and that Amazon won’t fix it because “it’s not our fault.”,general_inquiry
